snapshot_date,club,club_clean,elo
2021-09-01,Adana Demirspor,adana demirspor,1297.02099609
2021-09-01,Admira,admira,1346.57006836
2021-09-01,AEK,aek,1477.90100098
2021-09-01,AEL Limassol,ael limassol,1427.1673584
2021-09-01,AIK,aik,1472.38818359
2021-09-01,Ajaccio,ajaccio,1413.37133789
2021-09-01,Ajax,ajax,1820.1932373
2021-09-01,Alanyaspor,alanyaspor,1401.31616211
2021-09-01,Alashkert,alashkert,1185.01171875
2021-09-01,Alcorcon,alcorcon,1473.25769043
2021-09-01,Alessandria,alessandria,1357.27758789
2021-09-01,Alkmaar,alkmaar,1648.18786621
2021-09-01,Almeria,almeria,1581.8704834
2021-09-01,Altach,altach,1399.48400879
2021-09-01,Altay,altay,1325.58666992
2021-09-01,Aluminij,aluminij,1186.76147461
2021-09-01,Amiens,amiens,1370.11608887
2021-09-01,Amorebieta,amorebieta,1453.89855957
2021-09-01,Anderlecht,anderlecht,1510.87866211
2021-09-01,Anorthosis,anorthosis,1437.23376465
2021-09-01,Antalyaspor,antalyaspor,1354.68261719
2021-09-01,Antwerp,antwerp,1506.39929199
2021-09-01,Apollon Athens,apollon athens,1236.18725586
2021-09-01,Apollon Lemesos,apollon lemesos,1479.33459473
2021-09-01,Ararat,ararat,1142.37072754
2021-09-01,Arda,arda,1276.78955078
2021-09-01,Arges Pitesti,arges pitesti,1259.69055176
2021-09-01,Aris,aris,1422.82324219
2021-09-01,Arouca,arouca,1359.03869629
2021-09-01,Ascoli,ascoli,1418.33874512
2021-09-01,Ashdod,ashdod,1327.47216797
2021-09-01,Asteras Tripolis,asteras tripolis,1402.73522949
2021-09-01,Atromitos,atromitos,1320.27893066
2021-09-01,Aue,aue,1415.55407715
2021-09-01,Austria Wien,austria wien,1466.8560791
2021-09-01,Auxerre,auxerre,1463.73486328
2021-09-01,Backa Topola,backa topola,1317.51367188
2021-09-01,Bala,bala,1038.08312988
2021-09-01,Banants,banants,1112.1295166
2021-09-01,Banik Ostrava,banik ostrava,1409.15197754
2021-09-01,Basel,basel,1545.62451172
2021-09-01,Bastia,bastia,1310.64404297
2021-09-01,BATE,bate,1320.76074219
2021-09-01,Batumi,batumi,1220.00549316
2021-09-01,Beer-Sheva,beer-sheva,1417.16540527
2021-09-01,Beerschot AC,beerschot ac,1344.71520996
2021-09-01,Beitar,beitar,1314.52905273
2021-09-01,Belenenses,belenenses,1438.65466309
2021-09-01,Benevento,benevento,1515.55541992
2021-09-01,Benfica,benfica,1767.49645996
2021-09-01,Beroe Stara Zagora,beroe stara zagora,1291.98815918
2021-09-01,Besiktas,besiktas,1562.56469727
2021-09-01,Birkirkara,birkirkara,1030.88269043
2021-09-01,Birmingham,birmingham,1472.62548828
2021-09-01,Blackburn,blackburn,1523.08447266
2021-09-01,Blackpool,blackpool,1427.39526367
2021-09-01,Blagoevgrad,blagoevgrad,1098.48852539
2021-09-01,Bnei Sakhinin,bnei sakhinin,1237.39733887
2021-09-01,Boavista,boavista,1474.57995605
2021-09-01,Bodoe Glimt,bodoe glimt,1520.13146973
2021-09-01,Bohemians Dublin,bohemians dublin,1218.56079102
2021-09-01,Bohemians Praha,bohemians praha,1370.28125
2021-09-01,Borac Banja Luka,borac banja luka,1199.05090332
2021-09-01,Botev Plovdiv,botev plovdiv,1258.00292969
2021-09-01,Botev Vratsa,botev vratsa,1208.42224121
2021-09-01,Botosani,botosani,1340.43579102
2021-09-01,Bournemouth,bournemouth,1609.93457031
2021-09-01,Braga,braga,1626.36669922
2021-09-01,Brann,brann,1254.95397949
2021-09-01,Bravo,bravo,1266.92785645
2021-09-01,Breidablik,breidablik,1185.08984375
2021-09-01,Brescia,brescia,1497.6184082
2021-09-01,Brest,brest,1515.05517578
2021-09-01,Bristol City,bristol city,1430.99047852
2021-09-01,Brondby,brondby,1508.4017334
2021-09-01,Brugge,brugge,1609.77856445
2021-09-01,Bueyueksehir,bueyueksehir,1405.05822754
2021-09-01,Burgos,burgos,1451.19885254
2021-09-01,Caen,caen,1361.19824219
2021-09-01,Cambuur,cambuur,1315.84057617
2021-09-01,Cardiff,cardiff,1567.72644043
2021-09-01,Cartagena,cartagena,1475.52734375
2021-09-01,Celje,celje,1211.18884277
2021-09-01,Celtic,celtic,1561.59094238
2021-09-01,Cercle Brugge,cercle brugge,1343.53479004
2021-09-01,Ceske Budejovice,ceske budejovice,1298.99694824
2021-09-01,CFR Cluj,cfr cluj,1534.04638672
2021-09-01,Charleroi,charleroi,1462.72094727
2021-09-01,Cherno More,cherno more,1327.95068359
2021-09-01,Chernomorets,chernomorets,1279.8626709
2021-09-01,Chindia Targoviste,chindia targoviste,1249.08898926
2021-09-01,Cittadella,cittadella,1480.69763184
2021-09-01,Clinceni,clinceni,1254.43115234
2021-09-01,Coleraine,coleraine,1101.38708496
2021-09-01,College Europa,college europa,955.864685059
2021-09-01,Como,como,1376.76550293
2021-09-01,Connahs Quay,connahs quay,1071.20153809
2021-09-01,Cosenza,cosenza,1349.28442383
2021-09-01,Coventry,coventry,1481.20227051
2021-09-01,Cracovia,cracovia,1321.66687012
2021-09-01,Craiova,craiova,1382.25915527
2021-09-01,Craiova 1948,craiova 1948,1192.33007812
2021-09-01,Cremonese,cremonese,1449.40222168
2021-09-01,Crotone,crotone,1468.83837891
2021-09-01,Crvena Zvezda,crvena zvezda,1676.50915527
2021-09-01,CSKA 1948 Sofia,cska 1948 sofia,1227.41271973
2021-09-01,CSKA Moskva,cska moskva,1521.42358398
2021-09-01,CSKA Sofia,cska sofia,1515.98754883
2021-09-01,Cukaricki,cukaricki,1349.62219238
2021-09-01,Darmstadt,darmstadt,1523.99499512
2021-09-01,Debrecen,debrecen,1200.67248535
2021-09-01,Decic,decic,1017.8963623
2021-09-01,Degerfors,degerfors,1264.65063477
2021-09-01,Derby,derby,1446.32763672
2021-09-01,Desna,desna,1430.74731445
2021-09-01,Dijon,dijon,1374.15588379
2021-09-01,Dila Gori,dila gori,1191.35131836
2021-09-01,Dinamo Brest,dinamo brest,1260.42663574
2021-09-01,Dinamo Bucuresti,dinamo bucuresti,1225.52636719
2021-09-01,Dinamo Minsk,dinamo minsk,1274.01635742
2021-09-01,Dinamo Tbilisi,dinamo tbilisi,1176.93981934
2021-09-01,Dinamo Zagreb,dinamo zagreb,1637.66381836
2021-09-01,Djurgarden,djurgarden,1467.27612305
2021-09-01,Dnipro,dnipro,1408.54125977
2021-09-01,Domzale,domzale,1287.68737793
2021-09-01,Dragovoljac,dragovoljac,1175.40136719
2021-09-01,Dresden,dresden,1428.06152344
2021-09-01,Drita,drita,1106.36022949
2021-09-01,Dudelange,dudelange,1082.53552246
2021-09-01,Duesseldorf,duesseldorf,1525.25805664
2021-09-01,Dunajska,dunajska,1372.06958008
2021-09-01,Dundalk,dundalk,1224.13867188
2021-09-01,Dundee,dundee,1213.76525879
2021-09-01,Dundee United,dundee united,1246.34509277
2021-09-01,Dunkerque,dunkerque,1303.41418457
2021-09-01,Dynamo Kyiv,dynamo kyiv,1672.56018066
2021-09-01,Dynamo Moskva,dynamo moskva,1519.31188965
2021-09-01,Eibar,eibar,1601.82885742
2021-09-01,Elfsborg,elfsborg,1469.20874023
2021-09-01,Escaldes,escaldes,816.845947266
2021-09-01,Estoril,estoril,1403.9666748
2021-09-01,Eupen,eupen,1426.55981445
2021-09-01,Famalicao,famalicao,1470.49230957
2021-09-01,Fatih Karaguemruek,fatih karaguemruek,1411.29614258
2021-09-01,FC Infonet,fc infonet,1047.29870605
2021-09-01,FC Khimki,fc khimki,1421.2154541
2021-09-01,FC Kobenhavn,fc kobenhavn,1592.51538086
2021-09-01,FC Krasnodar,fc krasnodar,1502.48486328
2021-09-01,FC Lviv,fc lviv,1271.86804199
2021-09-01,Fenerbahce,fenerbahce,1542.71643066
2021-09-01,Ferencvaros,ferencvaros,1533.4855957
2021-09-01,Feyenoord,feyenoord,1612.16882324
2021-09-01,FK Astana,fk astana,1416.72595215
2021-09-01,FK Minsk,fk minsk,1091.671875
2021-09-01,FK Podgorica,fk podgorica,1022.45349121
2021-09-01,FK Riga,fk riga,1221.65014648
2021-09-01,FK Sarajevo,fk sarajevo,1224.9107666
2021-09-01,FK Vitebsk,fk vitebsk,1152.97644043
2021-09-01,Flora Tallinn,flora tallinn,1142.3449707
2021-09-01,Fola Esch,fola esch,1114.2890625
2021-09-01,Folgore,folgore,667.026855469
2021-09-01,Forest,forest,1466.2923584
2021-09-01,Frosinone,frosinone,1448.27294922
2021-09-01,Fuenlabrada,fuenlabrada,1520.44677734
2021-09-01,Fuerth,fuerth,1539.86340332
2021-09-01,Fulham,fulham,1650.97143555
2021-09-01,Gagra,gagra,1182.9519043
2021-09-01,Galatasaray,galatasaray,1564.98010254
2021-09-01,Gaz Metan,gaz metan,1253.44274902
2021-09-01,Gaziantep FK,gaziantep fk,1390.71484375
2021-09-01,Genk,genk,1569.7677002
2021-09-01,Gent,gent,1558.00769043
2021-09-01,Giannina,giannina,1236.92333984
2021-09-01,Gijon,gijon,1551.7565918
2021-09-01,Gil Vicente,gil vicente,1464.49035645
2021-09-01,Giresunspor,giresunspor,1281.7286377
2021-09-01,Girona,girona,1598.71643066
2021-09-01,Go Ahead Eagles,go ahead eagles,1316.05126953
2021-09-01,Goeteborg,goeteborg,1349.60168457
2021-09-01,Goeztepe,goeztepe,1364.74475098
2021-09-01,Gomel,gomel,1159.20349121
2021-09-01,Gornik,gornik,1314.70739746
2021-09-01,Gornik Leczna,gornik leczna,1202.984375
2021-09-01,Grasshoppers,grasshoppers,1370.15808105
2021-09-01,Grenoble,grenoble,1389.47790527
2021-09-01,Groningen,groningen,1463.26708984
2021-09-01,Guimaraes,guimaraes,1489.27026367
2021-09-01,Guingamp,guingamp,1412.77099609
2021-09-01,Gyirmot,gyirmot,1183.24951172
2021-09-01,Gzira United,gzira united,1008.76452637
2021-09-01,H Tel Aviv,h tel aviv,1293.87805176
2021-09-01,Haecken,haecken,1404.15527344
2021-09-01,Hafnarfjoerdur,hafnarfjoerdur,1166.9095459
2021-09-01,Hajduk,hajduk,1455.89221191
2021-09-01,Halmstad,halmstad,1285.76379395
2021-09-01,Hamburg,hamburg,1537.58288574
2021-09-01,Hammarby,hammarby,1461.64733887
2021-09-01,Hannover,hannover,1438.8717041
2021-09-01,Hapoel Eran Hadera,hapoel eran hadera,1320.09020996
2021-09-01,Hapoel Haifa,hapoel haifa,1292.95410156
2021-09-01,Hapoel Jerusalem,hapoel jerusalem,1186.55065918
2021-09-01,Hapoel Nof Hagalil,hapoel nof hagalil,1185.42285156
2021-09-01,Hartberg,hartberg,1436.67712402
2021-09-01,Hatayspor,hatayspor,1422.70178223
2021-09-01,Haugesund,haugesund,1353.78430176
2021-09-01,HB Torshavn,hb torshavn,984.303955078
2021-09-01,Hearts,hearts,1259.90100098
2021-09-01,Heerenveen,heerenveen,1426.34765625
2021-09-01,Heidenheim,heidenheim,1483.96459961
2021-09-01,Heracles,heracles,1427.83703613
2021-09-01,Hibernian,hibernian,1390.73791504
2021-09-01,Hibernians Paola,hibernians paola,1013.64208984
2021-09-01,HJK Helsinki,hjk helsinki,1269.29211426
2021-09-01,HNK Gorica,hnk gorica,1424.85327148
2021-09-01,Holstein,holstein,1499.17541504
2021-09-01,Honka Espoo,honka espoo,1228.73303223
2021-09-01,Honved,honved,1264.49902344
2021-09-01,Hradec Kralove,hradec kralove,1236.90380859
2021-09-01,Huddersfield,huddersfield,1482.53771973
2021-09-01,Huesca,huesca,1615.41442871
2021-09-01,Hull,hull,1440.64367676
2021-09-01,Ibiza Eivissa,ibiza eivissa,1471.89477539
2021-09-01,IK Sirius,ik sirius,1310.99462891
2021-09-01,Ilichivets,ilichivets,1302.37719727
2021-09-01,Ingolstadt,ingolstadt,1388.72583008
2021-09-01,Inhulets,inhulets,1336.23657227
2021-09-01,Inter Turku,inter turku,1222.89953613
2021-09-01,Ionikos,ionikos,1265.39562988
2021-09-01,Isloch,isloch,1140.50097656
2021-09-01,Istra 1961,istra 1961,1235.24804688
2021-09-01,Jablonec,jablonec,1436.9564209
2021-09-01,Jagiellonia,jagiellonia,1316.59936523
2021-09-01,Kairat,kairat,1324.05639648
2021-09-01,Kalmar,kalmar,1299.23132324
2021-09-01,Karabakh Agdam,karabakh agdam,1467.45776367
2021-09-01,Karagandy,karagandy,1283.81811523
2021-09-01,Karlsruhe,karlsruhe,1503.1171875
2021-09-01,Karvina,karvina,1276.82165527
2021-09-01,Kasimpasa,kasimpasa,1384.43688965
2021-09-01,Kauno Zalgiris,kauno zalgiris,1107.18737793
2021-09-01,Kayseri,kayseri,1333.0447998
2021-09-01,Kiryat Shmona,kiryat shmona,1296.91259766
2021-09-01,Kisvarda,kisvarda,1303.58605957
2021-09-01,Klagenfurt,klagenfurt,1392.44812012
2021-09-01,Klaksvik,klaksvik,1030.1114502
2021-09-01,Kolos,kolos,1409.23132324
2021-09-01,Kolubara Lazarevac,kolubara lazarevac,1087.6953125
2021-09-01,Konyaspor,konyaspor,1407.0369873
2021-09-01,Koper,koper,1213.91833496
2021-09-01,Kortrijk,kortrijk,1405.74804688
2021-09-01,Kragujevac,kragujevac,1086.7677002
2021-09-01,Kristiansund,kristiansund,1399.04760742
2021-09-01,Krusevac,krusevac,1251.08740234
2021-09-01,Kryliya Sovetov,kryliya sovetov,1372.93444824
2021-09-01,Kuopio,kuopio,1306.89001465
2021-09-01,La Fiorita,la fiorita,647.356323242
2021-09-01,Laci,laci,1237.32275391
2021-09-01,Lamia,lamia,1296.03979492
2021-09-01,Larne,larne,1099.3996582
2021-09-01,Las Palmas,las palmas,1525.93249512
2021-09-01,LASK,lask,1560.8581543
2021-09-01,Lausanne,lausanne,1387.93188477
2021-09-01,Le Havre,le havre,1398.20202637
2021-09-01,Lecce,lecce,1478.20080566
2021-09-01,Lech,lech,1425.5222168
2021-09-01,Lechia,lechia,1363.5078125
2021-09-01,Leganes,leganes,1581.76574707
2021-09-01,Legia,legia,1501.07556152
2021-09-01,Leuven,leuven,1367.16650391
2021-09-01,Levski,levski,1292.98730469
2021-09-01,Liepajas,liepajas,1222.30444336
2021-09-01,Lincoln,lincoln,1004.61499023
2021-09-01,Linfield,linfield,1089.10351562
2021-09-01,Livingston,livingston,1280.7421875
2021-09-01,Llapi,llapi,1029.78869629
2021-09-01,Lok Moskva,lok moskva,1586.90612793
2021-09-01,Lok Plovdiv,lok plovdiv,1369.6784668
2021-09-01,Lok Sofia,lok sofia,1111.25219727
2021-09-01,Lok Zagreb,lok zagreb,1331.21875
2021-09-01,Lubin,lubin,1320.43518066
2021-09-01,Lugano,lugano,1453.42675781
2021-09-01,Lugo,lugo,1453.51818848
2021-09-01,Luton,luton,1480.67626953
2021-09-01,Luzern,luzern,1415.05383301
2021-09-01,M Petach Tikva,m petach tikva,1269.04724121
2021-09-01,M Tel Aviv,m tel aviv,1534.96386719
2021-09-01,Maccabi Haifa,maccabi haifa,1493.72595215
2021-09-01,Malaga,malaga,1505.26708984
2021-09-01,Malatyaspor,malatyaspor,1368.69677734
2021-09-01,Malmoe,malmoe,1585.4296875
2021-09-01,Maribor,maribor,1300.31005859
2021-09-01,Maritimo,maritimo,1426.96289062
2021-09-01,Matecosa Sant Julia,matecosa sant julia,822.793884277
2021-09-01,Mechelen,mechelen,1459.71740723
2021-09-01,Metalac Gornji Milanovac,metalac gornji milanovac,1180.55065918
2021-09-01,Metalist 1925,metalist 1925,1289.14660645
2021-09-01,Metz,metz,1540.95593262
2021-09-01,Mezokovesd-Zsory,mezokovesd-zsory,1272.19665527
2021-09-01,Middlesbrough,middlesbrough,1497.54724121
2021-09-01,Midtjylland,midtjylland,1570.00341797
2021-09-01,Millwall,millwall,1497.3762207
2021-09-01,Milsami Orhei,milsami orhei,1218.82470703
2021-09-01,Mioveni,mioveni,1187.75097656
2021-09-01,Mirandes,mirandes,1488.40588379
2021-09-01,Mjaellby,mjaellby,1329.41210938
2021-09-01,Mjondalen,mjondalen,1247.02636719
2021-09-01,Mlada Boleslav,mlada boleslav,1377.31066895
2021-09-01,Mladost Lucani,mladost lucani,1191.17944336
2021-09-01,Molde,molde,1548.78356934
2021-09-01,Mons Calpe,mons calpe,866.310546875
2021-09-01,Moreirense,moreirense,1487.80480957
2021-09-01,Mosta,mosta,1018.35809326
2021-09-01,Motherwell,motherwell,1297.06970215
2021-09-01,MTK,mtk,1240.45019531
2021-09-01,Mura,mura,1294.11096191
2021-09-01,Mynai,mynai,1282.12841797
2021-09-01,Nancy,nancy,1342.61523438
2021-09-01,Neftchi,neftchi,1284.54089355
2021-09-01,Neman Grodno,neman grodno,1167.3203125
2021-09-01,Netanya,netanya,1314.79199219
2021-09-01,Newtown AFC,newtown afc,1031.43859863
2021-09-01,NFC Volos,nfc volos,1284.79919434
2021-09-01,Nieciecza,nieciecza,1217.85668945
2021-09-01,Nijmegen,nijmegen,1335.04064941
2021-09-01,Nimes,nimes,1507.90319824
2021-09-01,Niort,niort,1307.9901123
2021-09-01,Nis,nis,1255.13916016
2021-09-01,Nizhny Novgorod,nizhny novgorod,1375.42834473
2021-09-01,Noah,noah,1100.25793457
2021-09-01,Nordsjaelland,nordsjaelland,1453.82141113
2021-09-01,Norrkoeping,norrkoeping,1434.61779785
2021-09-01,Novi Pazar,novi pazar,1183.59326172
2021-09-01,Novi Sad,novi sad,1325.45458984
2021-09-01,Nuernberg,nuernberg,1483.82019043
2021-09-01,Odd Grenland,odd grenland,1336.97070312
2021-09-01,Odense,odense,1394.09423828
2021-09-01,Oerebro,oerebro,1289.89489746
2021-09-01,OFI,ofi,1268.99768066
2021-09-01,Olexandriya,olexandriya,1413.23779297
2021-09-01,Olimpija Ljubljana,olimpija ljubljana,1259.50012207
2021-09-01,Olympiakos,olympiakos,1692.77563477
2021-09-01,Omonia,omonia,1438.23449707
2021-09-01,Oostende,oostende,1420.38183594
2021-09-01,Osijek,osijek,1513.58544922
2021-09-01,Ostersund,ostersund,1241.0690918
2021-09-01,Oviedo,oviedo,1506.51342773
2021-09-01,Pacos Ferreira,pacos ferreira,1467.01428223
2021-09-01,Paderborn,paderborn,1541.85534668
2021-09-01,Paide Linnameeskond,paide linnameeskond,1047.13134766
2021-09-01,Paksi,paksi,1313.61669922
2021-09-01,Panathinaikos,panathinaikos,1452.18615723
2021-09-01,Panetolikos,panetolikos,1242.15808105
2021-09-01,Panevezys,panevezys,1138.76867676
2021-09-01,PAOK,paok,1559.01806641
2021-09-01,Pardubice,pardubice,1332.59887695
2021-09-01,Paris FC,paris fc,1479.55981445
2021-09-01,Parma,parma,1499.49780273
2021-09-01,Partizan,partizan,1578.54675293
2021-09-01,Partizani Tirana,partizani tirana,1231.46374512
2021-09-01,Pau,pau,1384.8828125
2021-09-01,Perugia,perugia,1370.31506348
2021-09-01,Peterboro,peterboro,1432.76330566
2021-09-01,Petrocub,petrocub,1219.59716797
2021-09-01,Piast Gliwice,piast gliwice,1404.7590332
2021-09-01,Pisa,pisa,1435.38293457
2021-09-01,Plock,plock,1312.46716309
2021-09-01,Podgorica,podgorica,1007.83905029
2021-09-01,Pogon,pogon,1397.69592285
2021-09-01,Ponferradina,ponferradina,1515.0246582
2021-09-01,Pordenone,pordenone,1386.60656738
2021-09-01,Portimonense,portimonense,1445.36462402
2021-09-01,Porto,porto,1804.71252441
2021-09-01,Preston,preston,1500.20080566
2021-09-01,Prishtine,prishtine,1035.55114746
2021-09-01,Proleter Novi Sad,proleter novi sad,1182.77734375
2021-09-01,PSV,psv,1697.90966797
2021-09-01,Puskas Akademia,puskas akademia,1293.5177002
2021-09-01,QPR,qpr,1560.66235352
2021-09-01,R Letzebuerg,r letzebuerg,1078.51379395
2021-09-01,Radnik Surdulica,radnik surdulica,1228.67553711
2021-09-01,Radomiak,radomiak,1268.09753418
2021-09-01,Radomlje,radomlje,1100.24853516
2021-09-01,Rakow,rakow,1417.76831055
2021-09-01,Randers,randers,1428.43383789
2021-09-01,Rangers,rangers,1661.29675293
2021-09-01,Rapid Bucuresti,rapid bucuresti,1240.58911133
2021-09-01,Rapid Wien,rapid wien,1590.89160156
2021-09-01,Razgrad,razgrad,1537.22412109
2021-09-01,Reading,reading,1485.55859375
2021-09-01,Regensburg,regensburg,1471.02148438
2021-09-01,Reggina,reggina,1435.94165039
2021-09-01,Reims,reims,1568.51416016
2021-09-01,RFS,rfs,1228.12988281
2021-09-01,Ried,ried,1399.19555664
2021-09-01,Rijeka,rijeka,1506.23474121
2021-09-01,Rizespor,rizespor,1333.32885742
2021-09-01,Rodez,rodez,1366.62927246
2021-09-01,Rosenborg,rosenborg,1460.74291992
2021-09-01,Ross County,ross county,1233.66174316
2021-09-01,Rostock,rostock,1395.23132324
2021-09-01,Rostov,rostov,1432.78234863
2021-09-01,Rubin Kazan,rubin kazan,1492.4798584
2021-09-01,Rukh Brest,rukh brest,1232.03295898
2021-09-01,Rukh Lviv,rukh lviv,1329.37268066
2021-09-01,Runavik,runavik,967.414794922
2021-09-01,Salzburg,salzburg,1769.11657715
2021-09-01,Sandefjord,sandefjord,1279.08496094
2021-09-01,Sandhausen,sandhausen,1400.22570801
2021-09-01,Santa Clara,santa clara,1482.45715332
2021-09-01,Santa Coloma,santa coloma,850.137878418
2021-09-01,Sarpsborg,sarpsborg,1315.23803711
2021-09-01,Schalke,schalke,1514.85144043
2021-09-01,Sepsi,sepsi,1338.82946777
2021-09-01,Seraing,seraing,1349.47827148
2021-09-01,Servette,servette,1423.6348877
2021-09-01,Sfintul Gheorghe,sfintul gheorghe,1257.03344727
2021-09-01,Shakhtar,shakhtar,1689.9342041
2021-09-01,Shamrock,shamrock,1176.72143555
2021-09-01,Sheffield United,sheffield united,1581.18811035
2021-09-01,Sheriff Tiraspol,sheriff tiraspol,1429.40612793
2021-09-01,Shkendija,shkendija,1192.23083496
2021-09-01,Shkupi,shkupi,1097.66296387
2021-09-01,Sibenik,sibenik,1274.35253906
2021-09-01,Sigma Olomouc,sigma olomouc,1371.75292969
2021-09-01,Sileks,sileks,1086.4276123
2021-09-01,Silkeborg,silkeborg,1324.55944824
2021-09-01,Sion,sion,1426.07763672
2021-09-01,Siroki Brijeg,siroki brijeg,1224.69238281
2021-09-01,Sittard,sittard,1399.7911377
2021-09-01,Sivasspor,sivasspor,1457.22436523
2021-09-01,Slask,slask,1361.35412598
2021-09-01,Slaven Belupo,slaven belupo,1294.65319824
2021-09-01,Slavia Mozyr,slavia mozyr,1061.61743164
2021-09-01,Slavia Praha,slavia praha,1663.25378418
2021-09-01,Slavia Sofia,slavia sofia,1276.67285156
2021-09-01,Sligo,sligo,1171.44104004
2021-09-01,Slovacko,slovacko,1450.04638672
2021-09-01,Slovan Bratislava,slovan bratislava,1380.50231934
2021-09-01,Slovan Liberec,slovan liberec,1370.61999512
2021-09-01,Slutsk,slutsk,1053.41296387
2021-09-01,Smorgon,smorgon,1004.38104248
2021-09-01,Sochaux,sochaux,1408.96765137
2021-09-01,Sochi,sochi,1530.76025391
2021-09-01,Sociedad B,sociedad b,1468.77661133
2021-09-01,Soligorsk,soligorsk,1337.18493652
2021-09-01,SonderjyskE,sonderjyske,1327.52954102
2021-09-01,Spal,spal,1445.62731934
2021-09-01,Sparta Praha,sparta praha,1568.37268066
2021-09-01,Sparta Rotterdam,sparta rotterdam,1425.25720215
2021-09-01,Spartak Moskva,spartak moskva,1505.93212891
2021-09-01,Sporting,sporting,1727.37231445
2021-09-01,Sputnik,sputnik,993.885620117
2021-09-01,St Gillis,st gillis,1394.70812988
2021-09-01,St Johnstone,st johnstone,1300.34899902
2021-09-01,St Josephs,st josephs,929.697265625
2021-09-01,St Mirren,st mirren,1258.42651367
2021-09-01,St Pauli,st pauli,1479.30957031
2021-09-01,St Truiden,st truiden,1387.08300781
2021-09-01,Stabaek,stabaek,1286.43432617
2021-09-01,Stal Mielec,stal mielec,1252.37731934
2021-09-01,Standard,standard,1442.06738281
2021-09-01,Steaua,steaua,1412.41125488
2021-09-01,StGallen,stgallen,1446.45739746
2021-09-01,Stjarnan,stjarnan,1145.55908203
2021-09-01,Stoke,stoke,1519.98132324
2021-09-01,Strasbourg,strasbourg,1556.6451416
2021-09-01,Stromsgodset,stromsgodset,1322.9083252
2021-09-01,Struga,struga,1097.10375977
2021-09-01,Sturm Graz,sturm graz,1567.01306152
2021-09-01,Suduva,suduva,1252.36499023
2021-09-01,Sumqayit,sumqayit,1256.74914551
2021-09-01,Sutjeska,sutjeska,1018.59686279
2021-09-01,Sverdlovsk,sverdlovsk,1382.3059082
2021-09-01,Swansea,swansea,1540.10900879
2021-09-01,Swift Hesperange,swift hesperange,1089.68225098
2021-09-01,Tabor Sezana,tabor sezana,1207.15734863
2021-09-01,Tenerife,tenerife,1527.35021973
2021-09-01,Teplice,teplice,1244.4173584
2021-09-01,Terek Grozny,terek grozny,1442.87780762
2021-09-01,Ternana,ternana,1354.48803711
2021-09-01,Tescoma Zlin,tescoma zlin,1261.39477539
2021-09-01,Teuta Durres,teuta durres,1182.21533203
2021-09-01,The New Saints,the new saints,1163.8034668
2021-09-01,Tobol,tobol,1274.09423828
2021-09-01,Tondela,tondela,1399.71484375
2021-09-01,Torpedo Zhodino,torpedo zhodino,1169.90002441
2021-09-01,Toulouse,toulouse,1514.32739258
2021-09-01,Trabzonspor,trabzonspor,1531.56591797
2021-09-01,Tre Penne,tre penne,661.096801758
2021-09-01,Trnava,trnava,1381.02258301
2021-09-01,Tromso,tromso,1259.59960938
2021-09-01,Tsarsko Selo,tsarsko selo,1209.24389648
2021-09-01,Tula,tula,1348.89379883
2021-09-01,Twente,twente,1387.45446777
2021-09-01,Ufa,ufa,1399.46679688
2021-09-01,Ujpest,ujpest,1259.06945801
2021-09-01,US Quevilly,us quevilly,1309.66918945
2021-09-01,UTA Arad,uta arad,1275.75744629
2021-09-01,Utrecht,utrecht,1558.67260742
2021-09-01,Vaduz,vaduz,1329.02233887
2021-09-01,Valenciennes,valenciennes,1336.27185059
2021-09-01,Valerenga,valerenga,1401.56640625
2021-09-01,Valladolid,valladolid,1621.64880371
2021-09-01,Valmieras,valmieras,1184.49267578
2021-09-01,Valur,valur,1158.05908203
2021-09-01,Varbergs,varbergs,1326.46252441
2021-09-01,Vejle,vejle,1296.20166016
2021-09-01,Velez Mostar,velez mostar,1246.0234375
2021-09-01,Veres,veres,1322.08203125
2021-09-01,Verona,verona,1577.63842773
2021-09-01,Viborg,viborg,1306.9666748
2021-09-01,Vicenza,vicenza,1390.50939941
2021-09-01,Videoton,videoton,1373.04748535
2021-09-01,Viitorul,viitorul,1325.3548584
2021-09-01,Viking,viking,1395.19177246
2021-09-01,Viktoria Plzen,viktoria plzen,1481.71533203
2021-09-01,Vitesse,vitesse,1519.07971191
2021-09-01,Vizela,vizela,1363.87988281
2021-09-01,Vllaznia,vllaznia,1221.43200684
2021-09-01,Voluntari,voluntari,1234.20568848
2021-09-01,Vorskla,vorskla,1395.79626465
2021-09-01,Vozdovac Beograd,vozdovac beograd,1236.38916016
2021-09-01,Waalwijk,waalwijk,1341.74816895
2021-09-01,Warta,warta,1308.63745117
2021-09-01,Wattens,wattens,1419.11755371
2021-09-01,Werder,werder,1582.8951416
2021-09-01,West Brom,west brom,1647.30810547
2021-09-01,Willem II,willem ii,1424.1484375
2021-09-01,Wisla,wisla,1322.56286621
2021-09-01,Young Boys,young boys,1688.97680664
2021-09-01,Zalaegerszegi,zalaegerszegi,1253.53076172
2021-09-01,Zalgiris Vilnius,zalgiris vilnius,1189.51293945
2021-09-01,Zaragoza,zaragoza,1475.69189453
2021-09-01,Zenit,zenit,1673.37390137
2021-09-01,Zilina,zilina,1385.79602051
2021-09-01,Zlatibor,zlatibor,1238.86413574
2021-09-01,Zorya,zorya,1520.4954834
